document_name,content,chunk_idex
java面试八股文消息中间件篇.docx,"前面说过，消费者这里会有一个自动的确认机制来通知MQ：“消费者已经正常消费消息了”。
![image](/files/25188d00-bacb-4883-8ec9-3079391d2e7d/file-preview)
假如现在消费者已经正常处理完了消息，还没来得及给MQ发送消息确认，但是网络发生了抖动或者消费者挂了。
等网络恢复之后或者消费者重启之后，由于之前MQ没有收到确认，所以还这个消息还在MQ中，因为我们设置了重试机制，那么消费者就会重新消费这个消息，那么这不就是重复消费了吗？
这个问题该怎么解决？
解决方案：
1、每条消息设置一个唯一的标识id；
比如消费者发送消息的时候，有一个业务的标识id，可以是支付id、订单id、文章id……
当消费者接收到消息的时候，就会去校验这个业务id是否存在，比如根据订单id去表中查询，如果不存在，我们就正常去接收消息，处理业务就行了。
如果id已经存在了，就证明这个消息已经消费过了，那么就不需要再消费了。
![image](/files/c5b1fafc-ffc6-419a-b44b-6262e8407284/file-preview)
这样就解决了重复消费的问题了。
2、幂等方案：【分布式锁、数据库锁（悲观锁、乐观锁）】。
不过加锁之后，性能肯定是比较低效的。
如果消息中包含了唯一的标识，建议优先采用第一种方案。
这些解决方案，不管用的是哪种消息中间件，比如Kafka、RabbitMQ、RocketMQ等，像这些MQ，如果都是这个消息重复的问题，那么解决的思路都是一样的。
我们在回答的时候，主要回答这个唯一的标识id就可以了。",8
java面试八股文消息中间件篇.docx,"我们在回答的时候，主要回答这个唯一的标识id就可以了。
模板
面试官：“RabbitMQ消息的重复消费问题如何解决的？”
答：“这个我们还真遇到过，是这样的，我们当时消费者是设置了自动确认机制，当服务还没来得及给MQ确认的时候，服务宕机了，导致服务重启之后，由消费了溢出消息。这样就重复消费了。
因为我们当时处理的支付（订单业务唯一标识），它有一个业务的唯一标识，我们再出来消息时，先到数据库查询一下，这个数据是否存在，如果不存在，说明没有处理过，这个时候就可以正常处理这个消息了，如果已经存在这个数据了，就说明消息已经消费了，我们就不需要再消费了。”
面试官：“那你还知道其他的解决方案吗？”
答：“其实这个就是典型的幂等的问题，比如，redis分布式锁、数据库的锁都是可以的。”
RabbitMQ中死信交换机（RabbitMQ延迟队列有了解过嘛）
前言
面试官：“RabbitMQ中死信交换机？（RabbitMQ延迟队列有了解过嘛）”
延迟队列跟死信交换机之间有关系吗？有的，接下来我们先介绍一下延迟队列。
延迟队列：进入队列的消息会被延迟消费的队列。
在我们的平时开发中这样的例子很常见：超时订单、限时优惠、定时发布。
![image](/files/ac783bb7-2be6-4269-bcdc-bd98d1239362/file-preview)
比如买完高铁票之后，要求我们在一定时间内支付，否则就会取消这个订单，座位就释放掉了。
限时优惠就是当前这个商品优惠还剩下多长时间。
定时发布就是选择某一个时间去发布作品到某个社交平台上。
那么延迟队列跟死信交换机到底有什么关系？
延迟队列 = 死信交换机 + TTL（生存时间）
死信交换机
当一个队列中的消息满足下列情况之一时，可以成为死信（dead letter）：
死信的意思是这个消息不会被消费，有可能会被直接丢弃掉。",9
java面试八股文消息中间件篇.docx,"一共有3种情况：
1、消费者使用basic reject或basicnack声明消费失败，并且消息的requeue参数设置为falsel；
2、消息是一个过期消息，超时无人消费；
延迟队列需要用到消息的过期时间（TTL），超时之后无人消费就会成为死信。
3、要投递的队列消息堆积满了，最早的消息可能成为死信。
这些死信到底该怎么去处理呢？如果不去处理这些死信就会直接被丢弃掉。
所以就提出了一种方式：死信交换机。我们可以把这些死信投递到死信交换机中。
如果该队列配置了dead-letter-exchange属性，指定了一个交换机，那么队列中的死信就会投递到这个交换机中，而这个交换机称为死信交换机（Dead Letter Exchange，简称为DLX）。
首先由publisher去发送消息，最终由consumer去接收消息。
![image](/files/1dab7ce6-cfec-46d5-8503-3e658495a149/file-preview)
假如现在这个消息被拒绝掉了，或者是超时了，又或者是当前队列已经满了，这时候这个消息就不会被消费者消费了。
所以这时候就可以选择绑定一个其他的交换机把这个消息给接收了，即死信交换机。
在设置死信交换机的时候需要设置一个属性：dead-letter-exchange，这样我们才能找到指定的交换机，把这个消息进行转发，转发到这个死信交换机上面。
当然这个交换机也可以去绑定一个队列，那么这个死信就可以到信的队列中，这时候我们就可以让其他消费者来消费这个队列。
所以这个消息就可以重新被消费了。
这里面有一个关键点：我们在指定死信交换机的时候，必须要设置dead-letter-exchange属性才行，要指定当前哪一个交换机是死信交换机。",10
java面试八股文消息中间件篇.docx,"所以这个消息就可以重新被消费了。
这里面有一个关键点：我们在指定死信交换机的时候，必须要设置dead-letter-exchange属性才行，要指定当前哪一个交换机是死信交换机。
同时这个死信交换机也绑定了队列，所以还要设置一个属性：dead-letter-routing-key = dl才行。
这就是整体的一个流程，在我们声明simple queue的时候就要去指定这个交换机了，具体代码如下：
![image](/files/1d89fbd3-0633-4ccc-90bc-0c2fe729a06b/file-preview)
在这里声明了一个simple queue，然后指定了一个死信交换机。假如某一个消息成为了死信，它就可以从这个队列转发到一个新的交换机上，即死信交换机。
TTL
如果要实现一个延迟队列，光有一个死信交换机还不够，还需要一个TTL。
TTL，也就是Time-To-Live。如果一个队列中的消息TTL结束仍未消费，则会变成死信，TTL超时分为两种情况：
1、消息所在的队列设置了存活时间；
我们在发消息的时候就可以指定一个TTL，比如5000（ms）。
![image](/files/2ba8ee89-1154-48ae-8422-5d1bd77e0032/file-preview)
发送的消息到了队列中，假如现在已经过了5秒，这个消息依然没有被消费，那么它就会成为死信。
死信就会到这个死信交换机上，然后是由绑定了死信交换机的队列去消费这个消息。
2、消息本身设置了存活时间。
我们在声明队列的时候也可以设置TTL，比如10000。如果存在两个TTL，到底要以哪个为准？哪个时间短就是哪个。",11
java面试八股文消息中间件篇.docx,"2、消息本身设置了存活时间。
我们在声明队列的时候也可以设置TTL，比如10000。如果存在两个TTL，到底要以哪个为准？哪个时间短就是哪个。
![image](/files/394b730d-7ec0-4cdf-a181-6d0c45442965/file-preview)
具体代码如下：
![image](/files/b3877ab9-a6df-416c-9a2b-6856937c9d70/file-preview)
在发消息的时候就可以设置一个超时的时间，即TTL。
我们的延迟队列就是通过TTL加上前面介绍的死信队列组合完成的。
延迟队列插件
关于延迟队列，在RabbitMQ中还有另外一种实现方式。
DelayExchange插件，需要安装在RabbitMQ中。
RabbitMQ有一个官方的插件社区，里面就有一个插件：
![image](/files/40fe1eae-5935-4319-bb2a-c58907a6a1db/file-preview)
它的作用就是delayed-messaging（延迟消息）或者scheduled-messaging（定时消息），可以安装在RabbitMQ中。
如果我们的RabbitMQ中已经安装了这个插件，那我们去发消息的时候要实现延迟队列就非常容易了。
DelayExchange的本质还是官方的三种交换机，只是添加了延迟功能。因此使用时只需要声明一个交换机，交换机的类型可以是任意类型，然后设定delayed属性为true即可。",12
java面试八股文消息中间件篇.docx,"DelayExchange的本质还是官方的三种交换机，只是添加了延迟功能。因此使用时只需要声明一个交换机，交换机的类型可以是任意类型，然后设定delayed属性为true即可。
具体代码如下：
![image](/files/7f65458d-8cb5-42dc-961f-2d4cf637ef2e/file-preview)
在我们声明交换机的时候添加一个delayed属性，把它设置为true，这种方式使用了注解，当然要去配置也是一样的，都可以找到这个delayed属性，把它设置为true，这个交换机就可以实现延迟队列了。
当然前提是要安装这个插件。
当我们去发消息的时候就可以设置属性setHeader了，里面是“x-delay” + 消息的存活时间。
这个比前面的TTL + 死信队列要简单，不过要安装插件才支持这个功能。
总结
面试官：“RabbitMQ中死信交换机？（RabbitMQ延迟队列有了解过嘛）”
首先我们要知道：
1、我们当时是一个什么业务使用到了延迟队列（超时订单、限时优惠、定时发布……），很多项目都需要用到这个延迟队列；
2、其中延迟队列就用到死信交换机和TTL（消息存活时间）实现的；
当这个设置了TTL的消息到了时间还没有被消费，这个消息就成为死信，我们可以把它转发到死信交换机上，然后再去绑定新的队列去消费这个消息，这样就完成了延迟队列。
3、消息超时未消费就会变成死信（死信的其他情况：拒绝被消费，队列满了：最早的消息可能会成为死信）。
当然这两种情况用得不多，我们一般会选择死信交换机去实现延迟队列。
我们还可以安装一个插件：DelayExchange，这时候去实现延迟队列就简单了：
1、声明一个交换机，添加delayed属性为true；
2、发送消息时，添加x-delay头，值为超时时间（TTL）。",13
java面试八股文消息中间件篇.docx,"模板
面试官：“RabbitMQ中死信交换机？（RabbitMQ延迟队列有了解过嘛）”
答：“了解过。我们当时的XX项目有一个XX业务，需要用到延迟队列，其中就是使用RabbitMQ来实现的。
延迟队列就是用到了死信交换机和TTL（消息存活时间）实现的。
如果消息超时未消费就会变成死信，在RabbitMQ中如果消息成为死信，队列可以绑定一个死信交换机，在死信交换机上可以绑定其他队列，在我们发消息的时候可以按照需求指定TTL的时间，这样就实现了延迟队列的功能了。
我记得RabbitMQ还有一种方式可以实现延迟队列，在RabbitMQ中安装一个死信插件，这样更方便一些，我们只需要在声明交换机的时候，指定这个就是死信交换机，然后在发送消息的时候直接指定超时时间就行了，相对于死信交换机+TTL要省略了一些步骤。”
如果有100万消息堆积在MQ，如何解决（消息堆积如何解决）
前言
面试官：“RabbitMQ如果有100万消息堆积在MQ，如何解决（消息堆积如何解决）”
我们要清楚什么情况下会产生堆积。
![image](/files/5f1900ef-9115-4f77-9dfb-6acc32b64e16/file-preview)
当生产者发送消息的速度超过了消费者处理消息的速度，就会导致队列中的消息堆积，直到队列存储消息达到上限。之后发送的消息就会成为死信，可能会被丢弃，这就是消息堆积问题。
那么这个堆积该怎么去解决？解决消息堆积有三种思路：
1、增加更多的消费者，提高消费速度；
2、在消费者内开启线程池加快消息处理速度；
让更多的线程参与接收消息，消费者直接去接收消息，那么所有消息的处理或者处理业务逻辑都交给线程池去处理。
不过线程池的作用是最大程度地利用CPU资源，我们需要根据硬件的配置去设置线程池才行。
关于线程池的具体设置和使用后面再讲。
3、扩大队列容积，提高堆积上限。",14
java面试八股文消息中间件篇.docx,"不过线程池的作用是最大程度地利用CPU资源，我们需要根据硬件的配置去设置线程池才行。
关于线程池的具体设置和使用后面再讲。
3、扩大队列容积，提高堆积上限。
出现堆积是因为消息太多，队列存不下了，现在我们扩大了容积不就解决了。
这个需要用到RabbitMQ另外一种队列模式：惰性队列。
惰性队列
队列默认是存储在内存中的，所以我们接收消息和消费消息都非常快。
不过因为是存储在内存中，所以存储空间是不大的。而这个惰性队列最大的特点就是把队列存储到了磁盘中。
惰性队列的特征如下：
1、接收到消息后直接存入磁盘而非内存；
2、消费者要消费消息时才会从磁盘中读取并加载到内存；
3、支持数百万条的消息存储。
如果消息存储在磁盘中，磁盘的空间是非常大的，就能存储更多的消息了，存储几百万条也是没问题的，设置起来也非常简单。
如果是配置的方式，我们在声明队列的时候加上lazy属性就可以了。
![image](/files/3a8a124c-d071-4a7c-a9a7-8da241c078a0/file-preview)
如果使用的是注解就稍微麻烦一点，可以设置一个参数argument，在@Argument里面设置name属性为“x-queue-mode”、value属性为“lazy”就行。
![image](/files/7ac6932a-cee6-465a-b8e3-452374d96be2/file-preview)
这两种方式都可以定义这个惰性队列。
定义惰性队列之后消息就不会存储在内存了，而是存储在磁盘上，那么这个消息存储的量就很大了。",15
java面试八股文消息中间件篇.docx,"定义惰性队列之后消息就不会存储在内存了，而是存储在磁盘上，那么这个消息存储的量就很大了。
总结
面试官：“RabbitMQ如果有100万消息堆积在MQ，如何解决（消息堆积如何解决）”
解决消息堆积有3种思路：
1、增加更多消费者，提高消费速度；
2、在消费者内开启线程池加快消息处理速度；
如果现在还是一个消费者，可以在消费者这一端开启线程池来处理消息，也能增加消息的处理速度。
3、扩大队列容积，提高堆积上限，采用惰性队列。
这种方式配置比较方便：
1、在声明队列的时候可以设置属性x-queue-mode为lazy，即为惰性队列；
2、基于磁盘存储，能解决海量消息的存储，消息上限高；
3、性能非常稳定，但基于磁盘存储，受限于磁盘IO，时效性会降低。
模板
面试官：“如果有100万消息堆积在MQ，如何解决？”
答：“我在实际的开发中，没遇到这种情况，不过，如果发生了堆积的问题，解决方案也是有很多的。
第一，提高消费者的消费能力，可以使用多线程消费任务；
第二，增加更多的消费者，提高消费速度。使用工作队列模式，设置多个消费者消费同一个队列中的消息；
第三，扩大队列容积，提高堆积上限。
可以使用RabbitMQ惰性队列，惰性队列的好处主要是：
1、接收到消息后直接存入磁盘而非内存；
2、消费者要消费消息时才会从磁盘中读取并加载到内存；
3、支持数百万条的消息存储。”
RabbitMQ的高可用机制有了解过嘛
前言
面试官：“RabbitMQ的高可用机制有了解过嘛？”
一般说到高可用都是指集群等策略的，特别是在生产环境下，使用集群来保证高可用性，不管是什么服务，我们肯定是需要搭建集群的，RabbitMQ只是其中之一。
在RabbitMQ中也提供了很多集群模式：
1、普通集群；
2、镜像集群；
3、仲裁队列（集群）。
其中镜像集群是平时开发中用的比较多的。",16
java面试八股文消息中间件篇.docx,"在RabbitMQ中也提供了很多集群模式：
1、普通集群；
2、镜像集群；
3、仲裁队列（集群）。
其中镜像集群是平时开发中用的比较多的。
普通集群
普通集群，或者叫标准集群（classic cluster），具备下列特征：
1、会在集群的各个节点间共享部分数据，包括：交换机、队列元消息、不包括队列中的消息；
如果部署了集群，那么集群中的每个节点都会共享部分数据，包含交换机和队列元信息。
什么是队列元信息？
![image](/files/fe8d3401-4a28-4abc-8258-6427e97b7204/file-preview)
这里有三个节点的集群，现在有一个交换机test.exchange，这个交换机的信息在各个节点上都有。
如果还有队列的话，那么每个节点上的队列是不一样的，不过其他节点是可以有队列的引用信息的。
![image](/files/1e86e841-ba51-44c3-ae2e-d464711013c7/file-preview)
比如在第一个节点上有test.queue1，在其他节点是存储queue1的引用信息的，这些引用信息也叫元信息，但是注意这些引用信息并不包含队列中的消息。
![image](/files/419c6324-776a-46de-8581-d31330833f38/file-preview)
2、当访问集群某节点时，如果队列不在该节点，会从数据所在节点传递到当前节点并返回；
比如现在有一个消费者，它要消费queue1队列中的消息，但是它找的是第三个节点，因为这个节点上有queue1的引用信息，所以会传递到queue1去消费消息。
如果访问第二个节点也是一样的，都会传递到这个队列真正存在的节点上去消费消息。",17
java面试八股文消息中间件篇.docx,"如果访问第二个节点也是一样的，都会传递到这个队列真正存在的节点上去消费消息。
![image](/files/36ed2e18-b1d3-4e4d-8b48-db52db475c4f/file-preview)
3、队列所在节点宕机，队列中的消息就会丢失；
这就是普通集群的一种工作方式，它有一个比较大的缺点：如果queue1所在的节点宕机了，那么队列中的消息就丢失了。
![image](/files/20d8c467-6bbd-49a4-993e-433df342d0f1/file-preview)
所以这种方式就不能做到高可用，一般项目中很少使用这种普通集群。
镜像集群
镜像集群本质是主从模式，具备下面的特征：
1、交换机、队列、队列中的消息会在各个mq的镜像节点之间同步备份；
![image](/files/c1ce7376-1a21-434c-bf8f-85e69f6b2936/file-preview)
这里有一个交换机，每个节点都共享交换机数据，现在节点1上有一个queue1队列，节点2上也有一个queue1。
2、创建队列的节点被称为该队列的主节点，备份到的其它节点叫做该队列的镜像节点；
注意这两个节点现在是主从关系，数据是同步的，都保存了队列和队列中的消息，其中创建队列的节点1称为主节点，现在备份到节点2上，那么节点2就是镜像节点。
3、一个队列的主节点可能是另一个队列的镜像节点。
![image](/files/58e3a1a6-0f4a-474b-ab3b-4ec4104cea1a/file-preview)
每个节点都有自己的队列，相对来说，节点3创建的queue3队列是主节点，节点1所创建的queue3是一个镜像节点。",18
java面试八股文消息中间件篇.docx,"4、所有操作都是主节点完成，然后同步给镜像节点；
现在会有很多主节点和镜像节点，当主节点更新之后就需要把数据同步到镜像节点，不然数据就不一致了。
5、主节点宕机后，镜像节点会替代它成为新的主节点。
这样就保证了高可用性。但是还是会存在一个问题，比如节点1中的队列更新数据之后，还没来得及给镜像节点同步数据，这时候主节点宕机了，数据还没有同步完成，就有可能会丢失数据。
不过这种情况相对来说比较少见，非要解决的话就需要用到RabbitMQ用到的第三种集群方式：仲裁队列。
仲裁队列
仲裁队列是RabbitMQ3.8版本以后才有的新功能，用来替代镜像队列，工作方式是一样的，具备下列特征：
1、与镜像队列一样，都是主从模式，支持主从数据同步；
2、使用非常简单，没有复杂的配置；
3、主从同步基于Raft协议，强一致，这样就不会丢失数据。（跟镜像集群唯一不同的）
具体的使用方式是这样：在搭建好镜像集群的前提下，我们在代码中声明队列的时候，只需要加上一个参数quorum就可以了。
![image](/files/feaae32b-b30d-4cf5-ab94-844339062f79/file-preview)
总结
面试官：“RabbitMQ的高可用机制有了解过嘛？”
回答的时候肯定要先说自己的经验：
1、在生产环境下，我们当时采用的是镜像模式搭建的集群，共有3个节点；
然后介绍一下镜像模式的特点：
2、镜像队列结构是一主多从（从就是镜像），所有操作都是主节点完成，然后同步给镜像节点；
3、主宕机后，镜像节点会替代成新的主节点（存在问题：如果在主从同步完成前，主节点就已经宕机，可能出现数据丢失）。
面试官：“那出现丢失数据怎么解决呢？”
我们可以采用仲裁队列，与镜像队列一样，都是主从模式，支持主从数据同步，主从同步基于Raft协议，强一致。",19
java面试八股文消息中间件篇.docx,"面试官：“那出现丢失数据怎么解决呢？”
我们可以采用仲裁队列，与镜像队列一样，都是主从模式，支持主从数据同步，主从同步基于Raft协议，强一致。
并且使用起来也非常简单，不需要额外的配置，在声明队列的时候只要指定这个是仲裁队列即可。
模板
面试官：“RabbitMQ的高可用机制有了解过嘛？”
答：“我们当时项目是在生产环境下，使用的集群，当时搭建的是镜像模式集群，使用了3台机器。
镜像队列结构是一主多从，所有操作都是主节点完成，然后同步给镜像节点，如果主节点宕机后，镜像节点会替代成新的主节点，不过在主从同步完成前，主节点就已经宕机，可能出现数据丢失。”
面试官：“那出现丢失数据怎么解决呢？”
答：“我们可以采用仲裁队列，与镜像队列一样，都是主从模式，支持主从数据同步，主从同步基于Raft协议，强一致。
并且使用起来也非常简单，不需要额外的配置，在声明队列的时候只指定这个是仲裁队列即可。”
Kafka
Kafka是如何保证消息不丢失
前言
面试官：“Kafka是如何保证消息不丢失？”
如果我们在简历上写了Kafka相关的内容，就有可能被面试官问到，而这道问题也是Kafka高频的面试题。
关于消息丢失，其实跟前面的RabbitMQ消息丢失的思路是差不多的，但是解决方案不太一样。
使用Kafka在消息的收发过程都会出现消息丢失，Kafka分别给出了解决方案。
![image](/files/f6888a0f-28b4-4a72-9eab-052221540921/file-preview)
左边是一个producer，中间是一个Kafka Cluster（Kafka集群），右边是一个consumer。
关于消息丢失，也是分为三个层面：
1、生产者发送消息到Brocker丢失；
2、消息在Brocker中存储丢失；
3、消费者从Brocker接收消息丢失。",20
java面试八股文消息中间件篇.docx,"关于消息丢失，也是分为三个层面：
1、生产者发送消息到Brocker丢失；
2、消息在Brocker中存储丢失；
3、消费者从Brocker接收消息丢失。
在这三个层面，Kafka分别给出了解决方案。
生产者发送消息到Brocker丢失
生产者在发送消息的时候，有多种消息发送方式，比如同步、异步。
![image](/files/f6888a0f-28b4-4a72-9eab-052221540921/file-preview)
其中同步方式会产生阻塞，我们一般会使用异步的方式去发送消息。
设置异步发送的具体代码如下：
![image](/files/1fbc2716-3b8c-4610-b420-928d560a9ddd/file-preview)
第一个就是同步发送，调用了一个get()，就会有一个返回值，这里面就封装了消息的一些内容，比如分区、偏移量、topic等。
第二个是异步发送，有两个参数，一个是消息，一个是回调接口。
在这里重写了一个方法，也有两个参数，一个是前面同步发送的返回值，我们能够拿到消息的偏移量、分区、topic。
关键是第二个参数是Exception类型的异常e，假如消息已经正常发送成功了，那么这个e就是一个null；假如消息发送失败了，e就不是null，证明消息发送失败，就可以记录日志，也可以做重发消息。
或者说记录日志之后，再去做补偿。这样就能确保消息能够发送成功了。
当然有时候消息发送失败是网络抖动的原因，可能很快就恢复了，解决这个问题可以使用Kafka提供的重试机制。
消息重试的具体代码如下：
![image](/files/bafb6fc0-e01c-4c8f-a344-9d59b2c33167/file-preview)
这里可以配置重试的次数，如果是网络不稳定导致的消息发送失败，我们就可以使用重试来解决消息发送失败的问题了。",21
java面试八股文消息中间件篇.docx,"这样我们就清楚生产者解决消息丢失的思路了。
消息在Brocker中存储丢失
如果消息已经正常发送到了Brocker中，那么这个Brocker是如何解决消息不丢失的？
在Kafka中提供了一种消息的发送确认机制acks。
我们先来看一下消息存储的大体流程：
![image](/files/07f2a15e-aeb7-4b5b-a555-5380abe6f2a1/file-preview)
当生产者发送消息到了Brocker之后，这些消息都会存储在分区中，而分区又分为两个不同的角色，一个是leader，一个是follower。
其中leader只能有一个，而follower可能会有多个。
分区接收到消息之后，首先会把数据保存到leader分区中，然后由leader把数据同步到follower中。
其中确认机制acks有3个值，分别是0、1、all，它们代表的是Brocker分区中保存消息的确认情况。
![image](/files/633d51b1-3041-4951-aa0b-3065619d6590/file-preview)
假如acks= 0，那么生产者发送消息不需要Brocker任何响应确认，生产者认为消息已经发送成功了。
种方式的效率最高，因为不需要等待回信，但是发送消息丢失的概率是最高的，因为没有得到确认。
然后是acks = 1，这个是默认值，生产者发送消息，首先找到leader，然后leader负责把消息成功保存了，就会给生产者发送一个确认：“我收到了”。
这时候生产者就认为消息已经发送成功。
最后是acks = all，还是生产者去发送消息，首先把数据成功保存到leader，leader需要把数据同步到follower，所有的follower都要去成功保存，并且需要给leader发送一个响应：“我们都保存成功了”。",22
java面试八股文消息中间件篇.docx,"最终由leader发送一个确认给生产者，这时候生产者才认为消息已经发送成功了。
我们想要保证数据不丢失，就可以采用第三种，它会在所有的分区副本保存之后，才会发送确认。
但是这个性能也是最低的，它需要所有的follower都有确认。
在实际的生产环境下，acks最低要设置为1，因为起码能让leader副本保存了数据。
这样我们就清楚了如何保证Brocker中消息不丢失了。
消费者从Brocker接收消息丢失
我们来看一下消费者如何保证消息不丢失。
重点来看一下Kafka集群里面的内容。
Kafka中的分区机制指的是将每个主题划分为多个分区（Partition）。
topic分区中消息只能由消费者组中的唯一一个消费者处理，不同的分区分配给不同的消费者（同一个消费者组）。
![image](/files/78c55461-9e11-4f60-97d3-9ecd74449c7f/file-preview)
一个Kafka集群是由多个Brocker组成，可以理解为多个Kafka实例。
在每一个Brocker中都存在不同的topic，并且一个topic可能会存在不同的分区。
比如T1这个topic就存在4个分区，分别是P1、P2、P3、P4，并且这些分区可能会存储在不同的Brocker中，比如P1和P3就存储在Brocker1中，P2和P4存储在Brocker2中。
右边是一个消费者组，里面可能会有多个消费者，它们都消费同一个topic，而每一个topic存在不同的分区。
所以消费者组的每个消费者可能会负责不同的分区来去消费消息。
比如consumer1就负责P1、P2分区，consumer2负责P3分区，consumer3负责P4分区。
在这里面哪里会出现丢失消息呢？每个分区都是按照偏移量去存储数据的。",23
java面试八股文消息中间件篇.docx,"比如consumer1就负责P1、P2分区，consumer2负责P3分区，consumer3负责P4分区。
在这里面哪里会出现丢失消息呢？每个分区都是按照偏移量去存储数据的。
![image](/files/8acec9ea-1f70-4957-a02d-b19b89d80101/file-preview)
这里有3个分区都属于同一个topic：T1，其中每一个分区都是有顺序的，是不可变的消息队列，并且可以持续地添加。
分区中的消息都分配了一个序列号，称为偏移量，都是从0开始，是一个自增的数值。
这个数值在每一个分区中都是唯一的，添加数据也是在分区中进行添加的，消费数据也是相同的道理。
前面说过，同一个topic是由消费者组中不同的消费者去消费数据的。
![image](/files/0f5062b6-438a-4b6a-b907-ddceaca596aa/file-preview)
比如现在有两个消费者，它们在同一个消费者组中，其中consumer1负责P1、P2，consumer2负责P3。
消费者去消费消息的时候，也会按照偏移量进行消费，比如P1中0~4已经被消费了，后面是还没消费的。
我们就需要进行标记，比如P1已经消费到 偏移量 = 4 了，下次就要从5开始，这样才不会导致重复消费或者丢失消息。
其实每个消费者到分区中消费数据的时候，如果是已经消费完成的都会做一个标记，即消费者偏移量。
默认情况下，每个消费者都会提交自己已经消费的偏移量，每隔5秒提交一次。
比如consumer1在P1中已经消费到4了，就会设置一个偏移量 = 4，假如消费到5了，就会再次提交一个偏移量 = 5。
那么下次消费就能找到标记了，就可以从5以后开始消费了。
但是如果发生了重平衡的情况，可能会导致重复消费或者丢失数据。",24
java面试八股文消息中间件篇.docx,"那么下次消费就能找到标记了，就可以从5以后开始消费了。
但是如果发生了重平衡的情况，可能会导致重复消费或者丢失数据。
什么是重平衡？比如现在消费者组内有两个消费者，每一个消费者负责的分区是不一样的。
![image](/files/e7e8a5e2-95b2-4d8a-9f9a-537a295aede4/file-preview)
假如consumer2宕机了，那么它负责的分区P3需要其他消费者继续消费，就会把P3分配给消费者组内其他的消费者，现在是consumer1，让它继续消费这个P3。
这个重新分配的过程就是重平衡，不过在重平衡的过程中有可能会丢失数据。
消费者默认是每隔5秒自动提交已经消费的偏移量到分区里面，如果刚才的consumer2已经消费到了3，并且也提交了偏移量 = 3，这是没问题的。
假如已经消费到6了，但是只提交到了3，那么新接手的consumer1就会从3以后开始继续往后消费，这样4到6的数据就会被重复消费。
还有一种情况，假如consumer2宕机之前，它提交了偏移量 = 3，但是实际才消费到1，那么新接手的consumer1就会从3以后开始继续往后消费，那么1~3的数据就丢失了。
那么该怎么解决这个问题？其实出现这个问题的原因是消费者自动提交偏移量，所以导致提交的偏移量不准确，就有可能造成消息丢失或者重复消费。
我们可以设置手动提交偏移量，消费多少就提交多少偏移量，如果宕机就不提交了，这样偏移量就准确了，就不会造成重复消费或者消息丢失了。
禁用字段提交偏移量，改为手动，Kafka提供了两种提交偏移量的方式：
1、同步提交；
2、异步提交。
在项目中，我们往往采用同步+异步组合提交，同步提交会阻塞，异步提交虽没有阻塞，但如果消费失败就可能导致偏移量不准确。",25
java面试八股文消息中间件篇.docx,"在项目中，我们往往采用同步+异步组合提交，同步提交会阻塞，异步提交虽没有阻塞，但如果消费失败就可能导致偏移量不准确。
所以组合提交是一个不错的选择，具体代码如下：
![image](/files/a096e12a-6d14-489b-be41-6d0de2fd289c/file-preview)
首先我们消费完消息之后，就会设置一个异步提交，最后在finally代码块中设置同步提交就可以了。
到此我们就清楚消费者如何避免丢失消息了。
总结
面试官：“Kafka是如何保证消息不丢失？”
我们需要从三个层面去说这个问题：
1、生产者发送消息到Brocker中丢失：
1）设置异步发送，发送失败使用回调进行记录或重发；
2）失败重试，参数配置，可以设置重试次数。
2、消息在Brocker中存储丢失；
发送确认acks，选择all，让所有的副本都参与保存数据后给生产者发送确认，这样就最大程度地保证消息存储在了磁盘中。
3、消费者从Brocker接收消息丢失（自动提交导致的问题）：
1）关闭自动提交偏移量，开启手动提交偏移量；
2）提交方式，最好是同步+异步提交。
面试官：“Kafka中消息的重复消费问题如何解决？”
其实跟消费者的设置差不多：
1、关闭自动提交偏移量，开启手动提交偏移量；
2、提交方式，最好是同步+异步提交；
3、如果还是怕消息重复消费，可以再加一个幂等方案（前面讲过）。
模板
面试官：“Kafka是如何保证消息不丢失？”
答：“这个保证机制很多，在发送消息到消费者接收消息，在每个阶段都有可能会丢失消息，所以我们解决的话也是从多个方面考虑。
第一个是生产者发送消息的时候，可以使用异步回调发送，如果消息发送失败，我们可以通过回调获取失败后的消息信息，可以考虑重试或记录日志，后边再做补偿都是可以的。",26
